<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
914.HK,5,20210816,033000,43.3,44,43.1,43.8,1989800,0
914.HK,5,20210816,033500,43.8,43.8,43.5,43.7,226000,0
914.HK,5,20210816,034000,43.7,44.05,43.6,44,882000,0
914.HK,5,20210816,034500,44,44.45,43.9,44.3,802500,0
914.HK,5,20210816,035000,44.3,44.65,44.2,44.55,595500,0
914.HK,5,20210816,035500,44.55,44.6,44.05,44.05,173883,0
914.HK,5,20210816,040000,44.05,44.25,43.85,44.1,512500,0
914.HK,5,20210816,040500,44.1,44.4,44.05,44.3,222500,0
914.HK,5,20210816,041000,44.3,44.35,44.05,44.1,221880,0
914.HK,5,20210816,041500,44.1,44.15,43.9,44,343000,0
914.HK,5,20210816,042000,44,44.05,43.75,43.75,263000,0
914.HK,5,20210816,042500,43.75,43.8,43.7,43.7,121500,0
914.HK,5,20210816,043000,43.7,43.8,43.55,43.7,256500,0
914.HK,5,20210816,043500,43.7,43.7,43.5,43.5,82000,0
914.HK,5,20210816,044000,43.5,43.8,43.5,43.8,115500,0
914.HK,5,20210816,044500,43.8,43.85,43.75,43.85,98500,0
914.HK,5,20210816,045000,43.85,43.9,43.65,43.7,132500,0
914.HK,5,20210816,045500,43.7,43.9,43.7,43.9,117500,0
914.HK,5,20210816,050000,43.9,43.9,43.75,43.75,225010,0
914.HK,5,20210816,050500,43.75,43.9,43.75,43.75,153500,0
914.HK,5,20210816,051000,43.75,43.75,43.55,43.6,110500,0
914.HK,5,20210816,051500,43.6,43.6,43.5,43.55,78000,0
914.HK,5,20210816,052000,43.55,43.6,43.5,43.55,58000,0
914.HK,5,20210816,052500,43.55,43.6,43.55,43.55,50500,0
914.HK,5,20210816,053000,43.55,43.6,43.55,43.55,28200,0
914.HK,5,20210816,053500,43.55,43.65,43.45,43.6,221500,0
914.HK,5,20210816,054000,43.6,43.6,43.55,43.55,17000,0
914.HK,5,20210816,054500,43.55,43.75,43.5,43.55,297500,0
