<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
2318.HK,5,20210816,033000,67.1,67.7,66.75,67.5,1123334,0
2318.HK,5,20210816,033500,67.5,67.75,67.05,67.65,935594,0
2318.HK,5,20210816,034000,67.65,68.15,67.6,68,772500,0
2318.HK,5,20210816,034500,68,68.6,67.85,68.15,1110000,0
2318.HK,5,20210816,035000,68.15,68.45,68.15,68.25,599430,0
2318.HK,5,20210816,035500,68.25,68.95,68.25,68.45,1671500,0
2318.HK,5,20210816,040000,68.45,68.45,68.05,68.3,547040,0
2318.HK,5,20210816,040500,68.3,68.65,68.3,68.45,587500,0
2318.HK,5,20210816,041000,68.45,68.55,68.35,68.35,441000,0
2318.HK,5,20210816,041500,68.35,68.6,68.25,68.3,763010,0
2318.HK,5,20210816,042000,68.3,68.35,68.1,68.15,263000,0
2318.HK,5,20210816,042500,68.15,68.2,67.95,67.95,210000,0
2318.HK,5,20210816,043000,67.95,68.3,67.95,68.15,446500,0
2318.HK,5,20210816,043500,68.15,68.2,68.1,68.2,174385,0
2318.HK,5,20210816,044000,68.2,68.65,68.15,68.65,483014,0
2318.HK,5,20210816,044500,68.65,68.85,68.65,68.75,581500,0
2318.HK,5,20210816,045000,68.75,68.8,68.65,68.8,594500,0
2318.HK,5,20210816,045500,68.8,68.8,68.65,68.65,345000,0
2318.HK,5,20210816,050000,68.65,68.65,68.45,68.45,301500,0
2318.HK,5,20210816,050500,68.45,68.5,68.35,68.4,336500,0
2318.HK,5,20210816,051000,68.4,68.4,68.35,68.35,260453,0
2318.HK,5,20210816,051500,68.35,68.35,68.2,68.25,345000,0
2318.HK,5,20210816,052000,68.25,68.45,68.25,68.4,523500,0
2318.HK,5,20210816,052500,68.4,68.45,68.25,68.35,691500,0
2318.HK,5,20210816,053000,68.35,68.4,68.35,68.35,22500,0
2318.HK,5,20210816,053500,68.35,68.4,68.3,68.3,102500,0
2318.HK,5,20210816,054000,68.3,68.35,68.3,68.35,52000,0
2318.HK,5,20210816,054500,68.35,68.55,68.3,68.4,640500,0
2318.HK,5,20210816,055000,68.4,68.5,68.4,68.45,85500,0
2318.HK,5,20210816,055500,68.45,68.45,68.35,68.45,141600,0
2318.HK,5,20210816,070000,68.45,68.75,68.4,68.5,821000,0
2318.HK,5,20210816,070500,68.5,68.5,68.35,68.35,361000,0
2318.HK,5,20210816,071000,68.35,68.5,68.25,68.4,479000,0
2318.HK,5,20210816,071500,68.4,68.45,68.15,68.45,619500,0
2318.HK,5,20210816,072000,68.45,68.45,68.35,68.35,177500,0
2318.HK,5,20210816,072500,68.35,68.35,68.25,68.3,388500,0
2318.HK,5,20210816,073000,68.3,68.3,68.25,68.25,96500,0
2318.HK,5,20210816,073500,68.25,68.35,68.2,68.25,203000,0
2318.HK,5,20210816,074000,68.25,68.3,68.2,68.25,212002,0
2318.HK,5,20210816,074500,68.25,68.4,68.2,68.3,330500,0
2318.HK,5,20210816,075000,68.3,68.4,68.25,68.4,227500,0
2318.HK,5,20210816,075500,68.4,68.4,68.3,68.3,164500,0
2318.HK,5,20210816,080000,68.3,68.4,68.25,68.25,626515,0
2318.HK,5,20210816,080500,68.25,68.3,68.25,68.25,13000,0
2318.HK,5,20210816,081000,68.25,68.3,68.15,68.2,554000,0
2318.HK,5,20210816,081500,68.2,68.3,68.15,68.2,443500,0
2318.HK,5,20210816,082000,68.2,68.25,68.1,68.1,153500,0
2318.HK,5,20210816,082500,68.1,68.3,68.05,68.15,660000,0
2318.HK,5,20210816,083000,68.15,68.25,68.1,68.15,335600,0
2318.HK,5,20210816,083500,68.15,68.3,68.1,68.2,435500,0
2318.HK,5,20210816,084000,68.2,68.25,68.15,68.2,136000,0
2318.HK,5,20210816,084500,68.2,68.35,68.15,68.2,486500,0
2318.HK,5,20210816,085000,68.2,68.3,68.15,68.2,239500,0
2318.HK,5,20210816,085500,68.2,68.3,68.15,68.3,245000,0
2318.HK,5,20210816,090000,68.3,68.3,68.2,68.2,348000,0
2318.HK,5,20210816,090500,68.2,68.3,68.2,68.3,266499,0
2318.HK,5,20210816,091000,68.3,68.35,68.25,68.3,418900,0
2318.HK,5,20210816,091500,68.3,68.4,68.25,68.25,1401743,0
2318.HK,5,20210816,092000,68.25,68.35,68.25,68.3,814000,0
2318.HK,5,20210816,092500,68.3,68.35,68.25,68.25,419500,0
2318.HK,5,20210816,093000,68.25,68.3,68.15,68.15,618500,0
2318.HK,5,20210816,093500,68.15,68.55,68.15,68.25,1581000,0
2318.HK,5,20210816,094000,68.25,68.3,68.25,68.25,356520,0
2318.HK,5,20210816,094500,68.25,68.35,68.2,68.3,1103532,0
2318.HK,5,20210816,095000,68.3,68.35,68.3,68.3,252500,0
2318.HK,5,20210816,095500,68.3,68.45,68.25,68.45,3334000,0
2318.HK,5,20210817,033000,68.1,68.75,68,68.5,2516946,0
2318.HK,5,20210817,033500,68.5,69.05,68.35,68.8,1596912,0
2318.HK,5,20210817,034000,68.8,68.9,68.55,68.8,353000,0
2318.HK,5,20210817,034500,68.8,69.25,68.8,69.05,724001,0
2318.HK,5,20210817,035000,69.05,69.2,68.9,69,442500,0
2318.HK,5,20210817,035500,69,69.5,69,69.35,662000,0
2318.HK,5,20210817,040000,69.35,69.7,69.35,69.55,793000,0
2318.HK,5,20210817,040500,69.55,69.7,69.4,69.55,520000,0
2318.HK,5,20210817,041000,69.55,69.55,69.4,69.45,411305,0
2318.HK,5,20210817,041500,69.45,69.5,69.05,69.15,851000,0
2318.HK,5,20210817,042000,69.15,69.3,69.05,69.25,1105500,0
2318.HK,5,20210817,042500,69.25,69.35,69.15,69.35,407000,0
2318.HK,5,20210817,043000,69.35,69.4,69.3,69.35,440500,0
2318.HK,5,20210817,043500,69.35,69.4,69.35,69.35,226000,0
2318.HK,5,20210817,044000,69.35,69.4,69.3,69.35,301000,0
2318.HK,5,20210817,044500,69.35,69.45,69.25,69.4,746000,0
2318.HK,5,20210817,045000,69.4,69.4,69.05,69.1,454500,0
2318.HK,5,20210817,045500,69.1,69.1,68.9,69,436500,0
2318.HK,5,20210817,050000,69,69.05,68.85,69.05,483000,0
2318.HK,5,20210817,050500,69.05,69.05,68.9,68.95,182671,0
2318.HK,5,20210817,051000,68.95,68.95,68.7,68.7,267500,0
2318.HK,5,20210817,051500,68.7,68.8,68.65,68.75,463535,0
2318.HK,5,20210817,052000,68.75,68.8,68.7,68.7,68500,0
2318.HK,5,20210817,052500,68.7,68.8,68.6,68.6,848500,0
2318.HK,5,20210817,053000,68.6,68.65,68.55,68.65,112541,0
2318.HK,5,20210817,053500,68.65,68.65,68.5,68.6,194115,0
2318.HK,5,20210817,054000,68.6,68.6,68.55,68.55,32000,0
2318.HK,5,20210817,054500,68.55,68.6,68.5,68.5,130500,0
2318.HK,5,20210817,055000,68.5,68.6,68.5,68.5,120000,0
2318.HK,5,20210817,055500,68.5,68.55,68.5,68.5,91500,0
2318.HK,5,20210817,070000,68.5,68.55,68.25,68.25,970000,0
2318.HK,5,20210817,070500,68.25,68.25,68,68.15,650000,0
2318.HK,5,20210817,071000,68.15,68.15,67.85,67.85,416581,0
2318.HK,5,20210817,071500,67.85,67.95,67.7,67.8,461500,0
2318.HK,5,20210817,072000,67.8,67.85,67.65,67.85,642600,0
2318.HK,5,20210817,072500,67.85,68.05,67.8,67.95,309791,0
2318.HK,5,20210817,073000,67.95,68,67.65,67.75,616500,0
2318.HK,5,20210817,073500,67.75,67.75,67.6,67.65,189000,0
2318.HK,5,20210817,074000,67.65,67.7,67.55,67.6,363500,0
2318.HK,5,20210817,074500,67.6,67.75,67.5,67.65,484000,0
2318.HK,5,20210817,075000,67.65,67.7,67.5,67.5,213500,0
2318.HK,5,20210817,075500,67.5,67.7,67.5,67.6,241000,0
2318.HK,5,20210817,080000,67.6,67.6,67.4,67.4,203500,0
2318.HK,5,20210817,080500,67.4,67.6,67.4,67.6,507004,0
2318.HK,5,20210817,081000,67.6,67.6,67.45,67.45,241500,0
2318.HK,5,20210817,081500,67.45,67.5,67.45,67.45,60000,0
2318.HK,5,20210817,082000,67.45,67.5,67.35,67.4,592000,0
2318.HK,5,20210817,082500,67.4,67.5,67.25,67.45,572500,0
2318.HK,5,20210817,083000,67.45,67.5,67.3,67.35,448000,0
2318.HK,5,20210817,083500,67.35,67.4,67.2,67.2,303500,0
2318.HK,5,20210817,084000,67.2,67.25,67.2,67.2,97010,0
2318.HK,5,20210817,084500,67.2,67.25,67.1,67.2,708500,0
2318.HK,5,20210817,085000,67.2,67.25,67.2,67.2,301500,0
2318.HK,5,20210817,085500,67.2,67.3,67.2,67.3,267700,0
2318.HK,5,20210817,090000,67.3,67.35,67.25,67.35,241500,0
2318.HK,5,20210817,090500,67.35,67.35,67.15,67.15,415100,0
2318.HK,5,20210817,091000,67.15,67.2,67.05,67.05,232500,0
2318.HK,5,20210817,091500,67.05,67.05,66.8,66.95,649689,0
2318.HK,5,20210817,092000,66.95,67.05,66.95,67,368000,0
2318.HK,5,20210817,092500,67,67,66.9,67,395500,0
2318.HK,5,20210817,093000,67,67.1,66.9,67,920000,0
2318.HK,5,20210817,093500,67,67.1,66.95,67.05,736500,0
2318.HK,5,20210817,094000,67.05,67.05,66.95,66.95,797500,0
2318.HK,5,20210817,094500,66.95,67,66.95,67,349600,0
2318.HK,5,20210817,095000,67,67.05,66.95,66.95,1089750,0
2318.HK,5,20210817,095500,66.95,67.25,66.9,67.25,6527722,0
2318.HK,5,20210818,033000,67.5,67.7,67.25,67.3,1363352,0
2318.HK,5,20210818,033500,67.1,67.8,67.1,67.55,877500,0
2318.HK,5,20210818,034000,67.55,67.95,67.5,67.95,367500,0
2318.HK,5,20210818,034500,67.95,68.25,67.95,68.1,648500,0
2318.HK,5,20210818,035000,68.1,68.15,67.85,68.05,344000,0
2318.HK,5,20210818,035500,68.05,68.1,67.8,67.85,350707,0
2318.HK,5,20210818,040000,67.85,68,67.85,67.95,324500,0
2318.HK,5,20210818,040500,67.95,68,67.9,68,99000,0
2318.HK,5,20210818,041000,68,68,67.85,67.95,296000,0
2318.HK,5,20210818,041500,67.95,68,67.9,67.9,327500,0
2318.HK,5,20210818,042000,67.9,67.95,67.7,67.75,548500,0
2318.HK,5,20210818,042500,67.75,67.9,67.75,67.8,245500,0
2318.HK,5,20210818,043000,67.8,67.9,67.75,67.9,408500,0
2318.HK,5,20210818,043500,67.9,67.9,67.75,67.9,342000,0
2318.HK,5,20210818,044000,67.9,67.95,67.85,67.85,159000,0
2318.HK,5,20210818,044500,67.85,67.9,67.75,67.85,231376,0
2318.HK,5,20210818,045000,67.85,67.9,67.75,67.85,106000,0
2318.HK,5,20210818,045500,67.85,67.9,67.8,67.8,228500,0
2318.HK,5,20210818,050000,67.8,68.15,67.8,68.1,521500,0
2318.HK,5,20210818,050500,68.1,68.1,68.05,68.1,104500,0
2318.HK,5,20210818,051000,68.1,68.1,68.05,68.1,90000,0
2318.HK,5,20210818,051500,68.1,68.2,68.05,68.2,103000,0
2318.HK,5,20210818,052000,68.2,68.8,68.15,68.75,970000,0
2318.HK,5,20210818,052500,68.75,68.75,68.5,68.55,232000,0
2318.HK,5,20210818,053000,68.55,68.7,68.5,68.6,160000,0
2318.HK,5,20210818,053500,68.6,68.6,68.55,68.6,82501,0
2318.HK,5,20210818,054000,68.6,68.65,68.5,68.65,217000,0
2318.HK,5,20210818,054500,68.65,68.65,68.55,68.65,122500,0
2318.HK,5,20210818,055000,68.65,68.8,68.6,68.8,129000,0
2318.HK,5,20210818,055500,68.8,68.8,68.65,68.65,272500,0
2318.HK,5,20210818,070000,68.65,68.75,68.6,68.75,480500,0
2318.HK,5,20210818,070500,68.75,68.95,68.65,68.95,710005,0
2318.HK,5,20210818,071000,68.95,69.6,68.9,69.55,1195513,0
2318.HK,5,20210818,071500,69.55,69.6,69.1,69.3,1067505,0
2318.HK,5,20210818,072000,69.3,69.3,69.1,69.15,164349,0
2318.HK,5,20210818,072500,69.15,69.15,68.95,69,319000,0
2318.HK,5,20210818,073000,69,69,68.9,69,220000,0
2318.HK,5,20210818,073500,69,69.05,68.95,69.05,153500,0
2318.HK,5,20210818,074000,69.05,69.05,68.95,68.95,247500,0
2318.HK,5,20210818,074500,68.95,68.95,68.85,68.85,111500,0
2318.HK,5,20210818,075000,68.85,68.9,68.8,68.85,225500,0
2318.HK,5,20210818,075500,68.85,69,68.85,68.95,390003,0
2318.HK,5,20210818,080000,68.95,69,68.9,68.9,90645,0
